action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent,shot_id
Turnaround Fadeaway shot,34.0083,-136,36,-118.4058,5,4,0,2011-12,28,14,1.0,Left Side(L),2012-01-03,HOU,28958
Jump Shot,33.8483,-125,196,-118.3948,0,3,0,2002-03,0,23,0.0,Left Side Center(LC),2003-01-20,LAC,6590
Driving Layup Shot,34.0443,0,0,-118.2698,4,3,0,2002-03,42,0,0.0,Center(C),2003-01-12,MIA,13781
Driving Reverse Layup Shot,34.0443,0,0,-118.2698,4,4,1,2009-10,37,0,0.0,Center(C),2010-04-18,OKC,24461
Turnaround Jump Shot,33.9673,-10,77,-118.2798,0,1,1,2011-12,42,7,1.0,Center(C),2012-05-16,OKC,628
Driving Finger Roll Shot,34.0443,0,0,-118.2698,6,4,1,2001-02,11,0,,Center(C),2002-04-21,POR,25159
Jump Shot,33.8883,-117,156,-118.3868,10,3,0,2003-04,13,19,1.0,Left Side Center(LC),2004-03-12,MIN,13273
Layup Shot,34.0443,0,0,-118.2698,8,3,0,1999-00,43,0,1.0,Center(C),2000-02-09,MIN,23930
Jump Bank Shot,33.9953,20,49,-118.2498,9,1,0,2006-07,56,5,1.0,Center(C),2007-03-25,GSW,27033
Fadeaway Jump Shot,33.8953,-11,149,-118.2808,3,3,0,2015-16,7,14,1.0,Center(C),2016-01-23,POR,4766
Running Bank shot,34.0183,47,26,-118.2228,5,3,0,2012-13,30,5,1.0,Center(C),2013-01-30,PHX,30092
Jump Shot,34.0453,-113,-1,-118.3828,5,1,0,1999-00,21,11,1.0,Left Side(L),1999-12-08,SAC,28226
Driving Dunk Shot,34.0443,0,0,-118.2698,9,3,1,2003-04,41,0,1.0,Center(C),2004-06-15,DET,16513
Jump Shot,33.8843,196,160,-118.0738,1,1,0,2012-13,13,25,0.0,Right Side Center(RC),2012-12-26,DEN,27474
Jump Shot,33.9033,146,141,-118.1238,1,3,0,2006-07,8,20,1.0,Right Side Center(RC),2006-11-30,UTA,25598
Jump Shot,34.0103,100,34,-118.1698,3,4,0,2011-12,47,10,0.0,Right Side(R),2012-03-29,OKC,20567
Turnaround Jump Shot,33.9593,13,85,-118.2568,3,2,0,2010-11,9,8,0.0,Center(C),2010-11-07,POR,23684
Jump Shot,33.8953,-106,149,-118.3758,0,3,0,1999-00,1,18,1.0,Left Side Center(LC),2000-04-14,SAC,13783
Jump Bank Shot,33.9113,-151,133,-118.4208,7,2,0,2004-05,21,20,,Left Side Center(LC),2005-03-17,MIA,12428
Jump Shot,33.9013,-103,143,-118.3728,10,3,1,2007-08,59,17,,Left Side Center(LC),2008-05-21,SAS,6996
Jump Shot,33.8903,105,154,-118.1648,4,4,0,2010-11,41,18,0.0,Right Side Center(RC),2011-01-30,BOS,25949
Jump Shot,33.9853,46,59,-118.2238,4,4,0,2006-07,45,7,0.0,Center(C),2006-11-26,NJN,18783
Pullup Jump shot,33.9583,37,86,-118.2328,10,3,0,2010-11,41,9,,Center(C),2010-11-05,TOR,6306
Jump Shot,33.9283,144,116,-118.1258,6,4,0,2008-09,25,18,0.0,Right Side Center(RC),2009-01-06,NOH,28845
Driving Layup Shot,34.0443,0,0,-118.2698,6,4,0,2001-02,11,0,0.0,Center(C),2002-01-30,ORL,25153
Driving Dunk Shot,34.0443,0,0,-118.2698,4,3,0,2008-09,58,0,,Center(C),2008-11-21,DEN,26002
Jump Shot,33.8733,-124,171,-118.3938,5,3,0,2001-02,5,21,0.0,Left Side Center(LC),2001-12-07,SAC,12393
Jump Shot,33.8733,-170,171,-118.4398,3,2,0,1996-97,20,24,0.0,Left Side Center(LC),1997-03-12,GSW,17571
Jump Shot,33.4533,70,591,-118.1998,0,1,0,1999-00,0,59,0.0,Back Court(BC),2000-01-17,SEA,25728
Slam Dunk Shot,34.0443,0,0,-118.2698,9,2,0,2004-05,35,0,1.0,Center(C),2005-01-05,DAL,15473
Jump Shot,34.0313,110,13,-118.1598,1,1,0,2000-01,29,11,1.0,Right Side(R),2000-12-03,DAL,10704
Layup Shot,34.0443,0,0,-118.2698,4,3,0,2005-06,49,0,1.0,Center(C),2005-11-11,PHI,30263
Jump Shot,33.9873,1,57,-118.2688,10,1,0,1998-99,42,5,0.0,Center(C),1999-03-10,LAC,21699
Pullup Jump shot,33.8843,97,160,-118.1728,2,2,0,2015-16,45,18,1.0,Right Side Center(RC),2015-10-30,SAC,9221
Layup Shot,33.9913,44,53,-118.2258,3,2,0,1998-99,34,6,,Center(C),1999-03-29,VAN,4248
Jump Shot,33.9963,-60,48,-118.3298,5,1,0,2008-09,42,7,0.0,Center(C),2008-12-05,WAS,30010
Running Jump Shot,34.0373,-77,7,-118.3468,7,4,0,2000-01,29,7,1.0,Center(C),2001-03-09,SAS,11274
Fadeaway Jump Shot,33.8783,31,166,-118.2388,11,2,0,2006-07,27,16,1.0,Center(C),2007-01-10,HOU,9108
Layup Shot,34.0443,0,0,-118.2698,11,1,0,2005-06,1,0,1.0,Center(C),2006-03-08,NOP,9498
Jump Shot,34.0273,248,17,-118.0218,8,2,0,2005-06,4,24,0.0,Right Side(R),2006-04-11,GSW,17481
Running Jump Shot,34.0213,-54,23,-118.3238,4,4,0,2005-06,48,5,0.0,Center(C),2006-03-01,POR,11242
Jump Shot,33.8693,32,175,-118.2378,0,2,1,2000-01,37,17,0.0,Center(C),2001-05-25,SAS,23038
Jump Shot,34.0133,166,31,-118.1038,6,2,0,2007-08,25,16,0.0,Right Side(R),2007-12-20,CLE,1274
Tip Shot,34.0443,0,0,-118.2698,7,1,0,2002-03,53,0,0.0,Center(C),2003-02-25,LAC,5699
Jump Shot,33.7543,6,290,-118.2638,0,3,0,2011-12,40,29,0.0,Center(C),2012-03-16,MIN,7679
Layup Shot,34.0443,0,0,-118.2698,7,3,0,2008-09,55,0,,Center(C),2008-12-14,MIN,10989
Jump Bank Shot,33.9423,-204,102,-118.4738,3,4,0,2004-05,23,22,1.0,Left Side(L),2005-04-20,POR,23182
Jump Shot,33.8243,-108,220,-118.3778,9,4,0,2014-15,44,24,0.0,Left Side Center(LC),2014-11-14,SAS,9591
Jump Shot,33.8953,67,149,-118.2028,1,1,1,2008-09,13,16,0.0,Right Side Center(RC),2009-06-14,ORL,23000
Jump Shot,33.9513,-130,93,-118.3998,0,2,0,2009-10,28,15,0.0,Left Side(L),2010-01-10,MIL,3359
Jump Shot,33.8093,-161,235,-118.4308,4,2,0,2005-06,9,28,1.0,Left Side Center(LC),2006-04-07,PHX,24140
Tip Shot,34.0443,0,0,-118.2698,10,3,0,2001-02,37,0,0.0,Center(C),2002-01-16,MIA,16568
Jump Shot,34.0253,68,19,-118.2018,0,5,0,2001-02,24,7,0.0,Center(C),2001-11-15,HOU,24645
Jump Shot,34.0443,143,0,-118.1268,4,3,0,1998-99,5,14,,Right Side(R),1999-04-21,POR,25874
Jump Shot,33.8883,196,156,-118.0738,9,3,0,1998-99,32,25,0.0,Right Side Center(RC),1999-03-16,MIN,26708
Jump Shot,33.9733,144,71,-118.1258,8,4,0,2005-06,26,16,0.0,Right Side(R),2006-03-04,DET,15236
Reverse Dunk Shot,34.0443,0,0,-118.2698,1,2,0,2000-01,53,0,1.0,Center(C),2001-01-03,UTA,6514
Jump Shot,34.0273,-194,17,-118.4638,9,3,0,2011-12,18,19,1.0,Left Side(L),2012-03-27,GSW,16080
Jump Shot,34.0533,205,-9,-118.0648,11,2,0,2003-04,4,20,1.0,Right Side(R),2003-12-13,POR,4568
Slam Dunk Shot,34.0443,0,0,-118.2698,4,1,0,2006-07,11,0,1.0,Center(C),2007-02-23,BOS,13256
Jump Shot,33.8443,-157,200,-118.4268,8,2,0,2012-13,49,25,1.0,Left Side Center(LC),2013-04-12,GSW,22988
Fadeaway Jump Shot,33.9363,-147,108,-118.4168,2,1,0,2010-11,4,18,1.0,Left Side Center(LC),2011-02-23,POR,10849
Jump Shot,33.8633,17,181,-118.2528,11,1,0,2008-09,20,18,0.0,Center(C),2008-12-12,SAC,19248
Driving Layup Shot,34.0443,0,0,-118.2698,9,2,0,1996-97,47,0,1.0,Center(C),1997-01-14,VAN,28389
Jump Shot,34.0373,-105,7,-118.3748,5,1,1,2001-02,29,10,0.0,Left Side(L),2002-06-07,NJN,1962
Running Jump Shot,34.0033,-24,41,-118.2938,3,1,0,2012-13,45,4,0.0,Center(C),2013-03-05,OKC,4993
Jump Shot,33.8693,1,175,-118.2688,0,2,0,2000-01,45,17,0.0,Center(C),2000-12-28,PHX,4892
Jump Shot,33.9933,184,51,-118.0858,10,3,1,2007-08,20,19,0.0,Right Side(R),2008-06-05,BOS,14331
Jump Bank Shot,33.8633,-174,181,-118.4438,1,3,0,2009-10,57,25,1.0,Left Side Center(LC),2010-02-01,MEM,24424
Jump Shot,33.8843,112,160,-118.1578,11,3,0,2007-08,36,19,0.0,Right Side Center(RC),2007-11-18,CHI,22254
Jump Shot,33.7893,-95,255,-118.3648,5,2,0,2006-07,54,27,0.0,Left Side Center(LC),2007-02-02,IND,29901
Turnaround Jump Shot,33.9813,38,63,-118.2318,6,1,0,2003-04,3,7,0.0,Center(C),2003-11-12,TOR,6227
Jump Shot,33.8433,174,201,-118.0958,6,3,0,2007-08,37,26,1.0,Right Side Center(RC),2007-12-09,GSW,28498
Jump Shot,33.9313,105,113,-118.1648,10,3,0,2012-13,37,15,0.0,Right Side(R),2013-01-09,SAS,25847
Jump Shot,34.0133,-36,31,-118.3058,7,2,0,1997-98,7,4,0.0,Center(C),1997-12-19,ATL,1252
Jump Shot,33.8663,-101,178,-118.3708,11,3,0,2012-13,28,20,,Left Side Center(LC),2012-11-23,MEM,3177
Jump Shot,33.8323,156,212,-118.1138,0,4,0,2006-07,24,26,,Right Side Center(RC),2007-04-12,LAC,3360
Jump Shot,34.0003,-2,44,-118.2718,3,3,0,2011-12,18,4,1.0,Center(C),2012-01-06,GSW,24122
Turnaround Fadeaway shot,33.9943,106,50,-118.1638,10,1,0,2013-14,9,11,1.0,Right Side(R),2013-12-17,MEM,308
Jump Shot,33.8693,-128,175,-118.3978,4,3,0,1999-00,53,21,,Left Side Center(LC),2000-01-22,POR,27041
Jump Shot,33.8633,80,181,-118.1898,1,3,0,2004-05,37,19,1.0,Right Side Center(RC),2005-03-06,IND,28503
Layup Shot,34.0443,0,0,-118.2698,8,1,0,2004-05,52,0,0.0,Center(C),2005-03-10,DAL,29137
Jump Shot,33.8813,-12,163,-118.2818,11,1,0,2001-02,20,16,1.0,Center(C),2001-12-16,GSW,26155
Fadeaway Jump Shot,34.0673,-103,-23,-118.3728,5,3,0,2003-04,12,10,1.0,Left Side(L),2004-03-15,ORL,23796
Jump Shot,33.7663,18,278,-118.2518,3,1,0,2004-05,34,27,1.0,Center(C),2005-03-15,PHI,23923
Turnaround Jump Shot,34.0273,-153,17,-118.4228,11,2,0,2005-06,45,15,1.0,Left Side(L),2006-01-06,PHI,12581
Jump Shot,33.8083,81,236,-118.1888,2,4,0,2014-15,16,24,1.0,Right Side Center(RC),2014-12-09,SAC,29351
Layup Shot,34.0443,0,0,-118.2698,9,4,0,1999-00,9,0,1.0,Center(C),2000-03-19,NYK,29641
Jump Shot,33.9043,-215,140,-118.4848,0,3,0,2002-03,57,25,,Left Side Center(LC),2003-01-07,SEA,12226
Reverse Dunk Shot,34.0443,0,0,-118.2698,8,3,0,2004-05,57,0,1.0,Center(C),2004-11-26,SAC,1052
Jump Shot,33.9383,121,106,-118.1488,5,1,0,1998-99,15,16,0.0,Right Side Center(RC),1999-04-29,POR,14520
Jump Shot,33.8163,96,228,-118.1738,6,3,0,2000-01,37,24,,Right Side Center(RC),2000-12-06,GSW,11411
Reverse Layup Shot,34.0443,0,0,-118.2698,7,3,0,2005-06,50,0,0.0,Center(C),2006-01-07,LAC,9222
Jump Shot,33.8803,189,164,-118.0808,5,1,0,2002-03,58,25,0.0,Right Side Center(RC),2003-04-04,MEM,10235
Fadeaway Jump Shot,33.8823,-56,162,-118.3258,9,3,0,2008-09,38,17,1.0,Left Side Center(LC),2009-03-17,PHI,4764
Jump Shot,33.8963,-97,148,-118.3668,7,2,0,2008-09,18,17,1.0,Left Side Center(LC),2009-01-16,ORL,9063
Jump Shot,33.8323,132,212,-118.1378,11,4,0,1997-98,46,24,1.0,Right Side Center(RC),1997-11-19,MIN,1875
Layup Shot,34.0303,10,14,-118.2598,11,3,1,2010-11,45,1,0.0,Center(C),2011-05-04,DAL,24937
Jump Shot,33.8633,177,181,-118.0928,6,4,0,2005-06,33,25,0.0,Right Side Center(RC),2006-01-07,LAC,23667
Running Jump Shot,33.9803,-18,64,-118.2878,0,2,0,2009-10,9,6,1.0,Center(C),2009-12-28,PHX,26823
Pullup Jump shot,33.8773,80,167,-118.1898,0,4,0,2012-13,52,18,1.0,Right Side Center(RC),2012-12-18,CHA,13683
Jump Shot,33.9343,141,110,-118.1288,3,3,1,2006-07,47,17,,Right Side Center(RC),2007-04-22,PHX,20707
Jump Shot,34.0273,177,17,-118.0928,1,2,1,2010-11,8,17,0.0,Right Side(R),2011-04-26,NOH,29553
Jump Shot,33.9073,115,137,-118.1548,0,4,0,2005-06,15,17,0.0,Right Side Center(RC),2005-12-28,MEM,5832
Jump Shot,34.0033,222,41,-118.0478,0,1,1,2006-07,29,22,1.0,Right Side(R),2007-04-26,PHX,27676
Jump Shot,33.8083,147,236,-118.1228,8,3,0,2008-09,51,27,,Right Side Center(RC),2009-01-21,LAC,192
Driving Layup Shot,34.0443,0,0,-118.2698,6,1,0,1998-99,37,0,0.0,Center(C),1999-03-03,PHX,27114
Jump Shot,33.8473,66,197,-118.2038,2,5,0,2005-06,58,20,,Right Side Center(RC),2005-12-01,UTA,12902
Layup Shot,34.0443,0,0,-118.2698,1,4,0,2006-07,22,0,0.0,Center(C),2006-11-26,NJN,13234
Jump Shot,33.8983,130,146,-118.1398,11,2,1,2003-04,30,19,,Right Side Center(RC),2004-05-23,MIN,12630
Jump Shot,33.9923,231,52,-118.0388,3,4,0,2014-15,30,23,0.0,Right Side(R),2014-12-09,SAC,4486
Jump Shot,34.0293,79,15,-118.1908,3,2,0,2003-04,20,8,0.0,Right Side(R),2004-02-29,NJN,9784
Turnaround Fadeaway shot,33.9013,-105,143,-118.3748,9,3,0,2010-11,9,17,0.0,Left Side Center(LC),2011-02-23,POR,3925
Jump Shot,33.8293,164,215,-118.1058,1,4,0,2002-03,7,27,,Right Side Center(RC),2003-02-18,HOU,9941
Driving Layup Shot,34.0443,0,0,-118.2698,10,1,0,2003-04,39,0,,Center(C),2004-03-21,MIL,29893
Jump Shot,34.0033,61,41,-118.2088,4,3,0,2011-12,3,7,0.0,Center(C),2012-01-01,DEN,25137
Turnaround Jump Shot,33.9913,13,53,-118.2568,6,2,0,2011-12,39,5,1.0,Center(C),2012-04-22,OKC,27526
Running Jump Shot,33.9363,-109,108,-118.3788,5,3,0,1996-97,4,15,1.0,Left Side(L),1997-03-26,MIL,26409
Jump Shot,34.0343,131,10,-118.1388,9,4,0,2007-08,9,13,0.0,Right Side(R),2008-01-23,SAS,15199
Jump Shot,33.7983,111,246,-118.1588,4,4,0,2008-09,16,26,0.0,Right Side Center(RC),2009-03-29,ATL,24235
Turnaround Jump Shot,33.9353,-119,109,-118.3888,2,3,0,2003-04,53,16,0.0,Left Side Center(LC),2004-02-18,GSW,16062
Jump Shot,33.8933,-113,151,-118.3828,5,3,0,1998-99,16,18,1.0,Left Side Center(LC),1999-02-26,LAC,19498
Slam Dunk Shot,34.0443,0,0,-118.2698,6,4,0,1998-99,8,0,1.0,Center(C),1999-03-03,PHX,3304
Layup Shot,34.0443,0,0,-118.2698,5,2,1,2003-04,53,0,0.0,Center(C),2004-06-15,DET,15550
Fadeaway Jump Shot,33.9883,65,56,-118.2048,1,1,0,2009-10,20,8,1.0,Right Side(R),2009-11-22,OKC,18075
Step Back Jump shot,33.8543,32,190,-118.2378,1,3,0,2014-15,50,19,,Center(C),2014-11-21,DAL,21433
Fadeaway Jump Shot,33.9153,-82,129,-118.3518,2,1,0,2012-13,21,15,1.0,Left Side(L),2013-02-22,POR,13305
Jump Shot,33.9883,159,56,-118.1108,5,4,0,2006-07,53,16,1.0,Right Side(R),2007-04-13,PHX,25202
Turnaround Jump Shot,34.0073,147,37,-118.1228,9,1,0,2009-10,15,15,0.0,Right Side(R),2009-11-13,DEN,19693
Jump Shot,33.9283,-33,116,-118.3028,7,3,1,2001-02,2,12,1.0,Center(C),2002-05-07,SAS,17889
Jump Shot,33.8503,-149,194,-118.4188,10,4,1,1999-00,20,24,1.0,Left Side Center(LC),2000-05-26,POR,1807
Turnaround Fadeaway shot,33.9333,-92,111,-118.3618,9,1,0,2015-16,19,14,0.0,Left Side(L),2015-12-01,PHI,3872
Layup Shot,34.0443,0,0,-118.2698,4,1,1,2003-04,59,0,0.0,Center(C),2004-06-15,DET,3792
Dunk Shot,34.0443,0,0,-118.2698,6,3,0,2007-08,10,0,1.0,Center(C),2008-03-14,NOH,28781
Jump Shot,33.9023,81,142,-118.1888,2,4,0,2008-09,33,16,0.0,Right Side Center(RC),2009-02-10,OKC,14155
Dunk Shot,34.0443,0,0,-118.2698,4,4,1,2007-08,56,0,1.0,Center(C),2008-05-09,UTA,2787
Jump Shot,33.8843,1,160,-118.2688,10,4,0,2000-01,35,16,1.0,Center(C),2000-12-17,TOR,9260
Jump Shot,33.9963,-102,48,-118.3718,3,1,0,2002-03,15,11,0.0,Left Side(L),2002-11-15,GSW,25622
Jump Shot,33.9863,189,58,-118.0808,4,3,0,2003-04,42,19,1.0,Right Side(R),2004-01-07,DEN,1718
Running Jump Shot,33.9953,-16,49,-118.2858,8,2,0,2003-04,40,5,0.0,Center(C),2004-02-25,DEN,2697
Jump Shot,34.0473,190,-3,-118.0798,3,2,0,2007-08,53,19,1.0,Right Side(R),2008-04-11,NOH,1849
Running Jump Shot,34.0453,117,-1,-118.1528,2,1,1,1997-98,24,11,1.0,Right Side(R),1998-04-26,POR,20897
Jump Bank Shot,33.9373,-158,107,-118.4278,8,2,0,2004-05,57,19,1.0,Left Side(L),2005-02-15,UTA,23454
Jump Shot,34.0473,92,-3,-118.1778,4,2,0,2002-03,7,9,0.0,Right Side(R),2002-11-07,BOS,10624
Jump Shot,33.8383,10,206,-118.2598,0,4,0,2003-04,0,20,1.0,Center(C),2003-12-19,DEN,25657
Jump Shot,33.8473,67,197,-118.2028,0,2,0,2011-12,28,20,0.0,Right Side Center(RC),2012-01-19,MIA,12853
Jump Shot,33.9113,-126,133,-118.3958,5,4,0,2003-04,32,18,0.0,Left Side Center(LC),2004-03-19,LAC,6623
Jump Shot,33.8833,146,161,-118.1238,2,4,0,2005-06,15,21,1.0,Right Side Center(RC),2006-03-20,BOS,3436
Jump Shot,34.0333,144,11,-118.1258,4,3,0,2001-02,50,14,0.0,Right Side(R),2002-04-09,UTA,25480
Jump Shot,33.9263,67,118,-118.2028,0,1,0,2009-10,49,13,0.0,Center(C),2010-01-10,MIL,16527
Jump Shot,33.9993,-157,45,-118.4268,5,3,0,2000-01,12,16,1.0,Left Side(L),2000-12-03,DAL,6772
Jump Shot,33.8143,142,230,-118.1278,3,1,0,2000-01,8,27,0.0,Right Side Center(RC),2001-03-04,GSW,26698
Putback Layup Shot,34.0413,17,3,-118.2528,7,1,0,2010-11,20,1,1.0,Center(C),2011-02-05,NOH,6993
Jump Shot,34.0483,129,-4,-118.1408,2,1,0,2000-01,25,12,1.0,Right Side(R),2000-11-14,DEN,24851
Turnaround Jump Shot,33.9983,107,46,-118.1628,11,2,0,2002-03,39,11,1.0,Right Side(R),2003-03-07,MIN,25222
Turnaround Jump Shot,33.9843,37,60,-118.2328,0,2,0,2008-09,36,7,,Center(C),2009-01-25,SAS,27859
Jump Shot,33.9683,-174,76,-118.4438,4,2,0,2005-06,24,18,1.0,Left Side(L),2005-12-06,MIL,26211
Turnaround Fadeaway shot,33.9343,60,110,-118.2098,4,1,0,2015-16,52,12,0.0,Center(C),2016-04-05,LAC,11602
Jump Shot,33.8663,-190,178,-118.4598,1,2,0,2011-12,54,26,1.0,Left Side Center(LC),2012-04-03,NJN,1118
Driving Layup Shot,34.0443,0,0,-118.2698,6,2,0,2005-06,24,0,,Center(C),2005-11-02,DEN,1757
Running Jump Shot,33.9873,98,57,-118.1718,9,4,0,1998-99,39,11,1.0,Right Side(R),1999-02-11,MIN,16882
Slam Dunk Shot,34.0443,0,0,-118.2698,1,2,0,1998-99,24,0,1.0,Center(C),1999-04-19,VAN,6752
Jump Shot,33.9173,134,127,-118.1358,9,3,0,2000-01,4,18,0.0,Right Side Center(RC),2000-11-01,UTA,871
Layup Shot,34.0443,0,0,-118.2698,4,2,1,2003-04,18,0,1.0,Center(C),2004-04-28,HOU,19742
Jump Shot,33.8723,77,172,-118.1928,8,1,0,2009-10,39,18,1.0,Right Side Center(RC),2009-12-20,DET,9105
Layup Shot,34.0443,0,0,-118.2698,8,3,0,2002-03,3,0,0.0,Center(C),2002-12-20,PHI,24063
Jump Shot,33.8993,-166,145,-118.4358,11,3,0,2008-09,17,22,0.0,Left Side Center(LC),2008-12-19,MIA,722
Layup Shot,34.0443,0,0,-118.2698,2,1,0,2005-06,21,0,0.0,Center(C),2006-04-11,GSW,10998
Jump Shot,33.9083,78,136,-118.1918,4,4,0,1999-00,2,15,0.0,Center(C),2000-01-22,POR,17271
Jump Shot,33.7963,-62,248,-118.3318,0,2,0,2006-07,32,25,1.0,Center(C),2007-01-04,SAC,19728
Turnaround Fadeaway shot,33.8883,-105,156,-118.3748,4,2,0,2009-10,28,18,1.0,Left Side Center(LC),2009-11-08,NOH,26317
Jump Shot,33.9913,33,53,-118.2368,6,3,1,1999-00,1,6,,Center(C),2000-06-16,IND,27999
Jump Shot,33.8483,0,196,-118.2698,5,4,0,2002-03,6,19,0.0,Center(C),2003-03-26,HOU,8348
Jump Shot,34.0583,-173,-14,-118.4428,9,3,0,1999-00,22,17,1.0,Left Side(L),2000-02-29,POR,15589
Jump Shot,33.9053,96,139,-118.1738,3,3,0,2000-01,31,16,1.0,Right Side Center(RC),2000-12-06,GSW,24487
Jump Shot,34.0563,190,-12,-118.0798,4,4,0,1998-99,16,19,0.0,Right Side(R),1999-02-11,MIN,28650
Jump Shot,34.0213,-164,23,-118.4338,0,2,0,2000-01,30,16,0.0,Left Side(L),2001-01-31,MIN,10939
Driving Layup Shot,34.0443,0,0,-118.2698,5,4,1,2001-02,7,0,1.0,Center(C),2002-04-21,POR,25367
Jump Shot,33.9343,164,110,-118.1058,9,4,0,2006-07,54,19,1.0,Right Side(R),2007-02-11,CLE,25468
Jump Shot,33.8273,149,217,-118.1208,11,3,0,2005-06,11,26,,Right Side Center(RC),2005-12-26,WAS,315
Jump Shot,33.9553,115,89,-118.1548,8,1,0,2006-07,56,14,1.0,Right Side(R),2007-03-30,HOU,29056
Jump Shot,33.9733,1,71,-118.2688,1,2,0,2008-09,10,7,1.0,Center(C),2009-01-02,UTA,25338
Layup Shot,34.0443,0,0,-118.2698,3,4,0,2008-09,47,0,1.0,Center(C),2009-04-01,MIL,26561
Jump Shot,33.8083,-67,236,-118.3368,9,3,1,2009-10,7,24,1.0,Center(C),2010-06-13,BOS,20589
Jump Shot,34.0293,144,15,-118.1258,0,1,0,2011-12,0,14,0.0,Right Side(R),2012-02-12,TOR,5851
Jump Shot,34.0443,-171,0,-118.4408,2,3,0,2006-07,32,17,1.0,Left Side(L),2006-12-15,HOU,6130
Jump Shot,33.8473,-142,197,-118.4118,1,1,0,1996-97,19,24,1.0,Left Side Center(LC),1997-03-17,DEN,5448
Running Jump Shot,33.9393,-41,105,-118.3108,8,1,0,2008-09,25,11,0.0,Center(C),2009-01-31,MEM,3130
Jump Bank Shot,34.0013,-52,43,-118.3218,0,2,0,2006-07,1,6,1.0,Center(C),2006-12-20,MIN,16280
Jump Shot,34.0273,-161,17,-118.4308,2,3,0,2014-15,4,16,1.0,Left Side(L),2014-12-12,SAS,15633
Jump Shot,33.9343,218,110,-118.0518,7,4,1,2000-01,1,24,0.0,Right Side Center(RC),2001-05-21,SAS,18381
Jump Shot,33.8433,133,201,-118.1368,5,2,0,2008-09,13,24,1.0,Right Side Center(RC),2009-02-05,BOS,911
Jump Shot,33.8823,-65,162,-118.3348,8,3,0,2008-09,28,17,1.0,Left Side Center(LC),2009-03-24,OKC,3969
Jump Shot,34.0233,77,21,-118.1928,8,4,0,2001-02,22,7,0.0,Center(C),2002-01-22,DEN,25438
Jump Shot,33.9233,105,121,-118.1648,10,3,0,2014-15,29,16,1.0,Right Side Center(RC),2014-12-12,SAS,27330
Jump Shot,33.8993,113,145,-118.1568,8,4,0,2009-10,46,18,1.0,Right Side Center(RC),2009-11-28,GSW,10166
Jump Shot,33.8223,115,222,-118.1548,4,3,1,1999-00,0,25,1.0,Right Side Center(RC),2000-05-05,SAC,337
Jump Shot,34.0213,62,23,-118.2078,11,3,0,2007-08,47,6,0.0,Center(C),2008-04-04,DAL,27331
Jump Shot,34.0033,-241,41,-118.5108,1,1,0,2004-05,55,24,1.0,Left Side(L),2004-12-28,TOR,28112
Jump Shot,33.9283,-162,116,-118.4318,0,1,0,2001-02,26,19,1.0,Left Side(L),2002-02-21,CLE,25567
Driving Layup Shot,34.0253,20,19,-118.2498,1,3,0,2014-15,1,2,1.0,Center(C),2014-11-16,GSW,2986
Jump Shot,33.9673,-171,77,-118.4408,0,1,0,2011-12,37,18,0.0,Left Side(L),2012-03-14,NOH,10879
Running Hook Shot,34.0443,0,0,-118.2698,0,2,0,2000-01,30,0,1.0,Center(C),2000-11-12,HOU,15917
Alley Oop Layup shot,34.0353,11,9,-118.2588,4,3,0,2010-11,39,1,1.0,Center(C),2010-11-19,MIN,21005
Driving Layup Shot,34.0443,0,0,-118.2698,5,4,0,1999-00,51,0,,Center(C),1999-12-27,DAL,22916
Turnaround Jump Shot,33.9123,13,132,-118.2568,3,2,0,2010-11,23,13,1.0,Center(C),2011-03-12,DAL,11670
Jump Shot,33.8283,152,216,-118.1178,1,1,0,2012-13,37,26,,Right Side Center(RC),2013-03-13,ATL,20863
Driving Layup Shot,34.0443,0,0,-118.2698,0,4,1,2008-09,42,0,,Center(C),2009-05-04,HOU,19943
Jump Shot,33.7903,75,254,-118.1948,7,1,0,2011-12,29,26,0.0,Center(C),2012-03-23,POR,13908
Jump Shot,33.7913,94,253,-118.1758,4,1,0,2000-01,59,26,0.0,Right Side Center(RC),2001-04-01,NYK,11002
Jump Shot,33.9323,105,112,-118.1648,5,2,0,2014-15,53,15,0.0,Right Side(R),2014-11-04,PHX,4821
Layup Shot,34.0443,0,0,-118.2698,6,1,0,1996-97,53,0,0.0,Center(C),1997-03-26,MIL,19801
Jump Shot,33.9623,-48,82,-118.3178,8,3,0,2012-13,33,9,0.0,Left Side(L),2013-04-05,MEM,16692
Jump Shot,33.9283,217,116,-118.0528,5,2,0,2010-11,11,24,1.0,Right Side Center(RC),2011-04-10,OKC,30590
Driving Layup Shot,34.0443,0,0,-118.2698,0,1,0,2001-02,11,0,,Center(C),2002-03-15,LAC,12101
Driving Finger Roll Layup Shot,34.0443,0,0,-118.2698,3,4,0,2007-08,42,0,1.0,Center(C),2007-11-04,UTA,21759
Jump Shot,33.8373,114,207,-118.1558,1,4,0,1996-97,20,23,,Right Side Center(RC),1997-02-19,CLE,16733
Jump Shot,34.0133,240,31,-118.0298,4,2,1,2005-06,35,24,0.0,Right Side(R),2006-04-23,PHX,22303
Alley Oop Dunk Shot,34.0443,0,0,-118.2698,9,4,1,2002-03,15,0,,Center(C),2003-05-01,MIN,28800
Turnaround Jump Shot,33.9903,36,54,-118.2338,5,3,1,2005-06,0,6,0.0,Center(C),2006-04-23,PHX,7244
